ID,RA,DEC,Z,Type,Element
spec-2499-54176-0384.fits,171.56517,17.540506,0.013651,Ir,H-α
spec-2506-54179-0225.fits,175.10954,19.414117,0.011328,Ir,H-α
spec-2507-53876-0026.fits,176.53231,21.660211,0.027005,Ir,H-α
spec-2512-53877-0406.fits,178.40883,18.316174,0.020317,Ir,H-α
spec-2514-53882-0238.fits,178.32509,24.414584,0.034371,Ir,H-α
spec-2524-54568-0032.fits,242.4321,13.669341,0.046966,Ir,H-α
spec-2524-54568-0632.fits,241.90135,14.902892,0.034058,Ir,H-α
spec-2527-54569-0217.fits,243.09833,12.787857,0.033948,Ir,H-α
spec-2589-54174-0637.fits,156.57568,17.430213,0.044328,Ir,H-α
spec-2595-54207-0383.fits,180.21048,17.65546,0.022864,Ir,H-α
spec-2597-54231-0168.fits,185.24988,17.023343,0.025979,Ir,H-α
spec-2598-54232-0318.fits,186.1454,17.143565,0.02099,Ir,H-α
spec-2607-54184-0413.fits,204.37222,17.765199,0.026204,Ir,H-α
spec-2607-54184-0461.fits,204.70708,17.086404,0.02065,Ir,H-α
spec-2608-54474-0261.fits,180.13263,19.799704,0.022899,Ir,H-α
spec-2608-54474-0289.fits,179.97058,19.168547,0.015922,Ir,H-α
spec-2644-54210-0570.fits,183.17345,23.4783,0.022346,Ir,H-α
spec-2660-54504-0115.fits,191.10396,24.903723,0.006096,Ir,H-α
spec-2745-54231-0554.fits,213.67157,15.512802,0.015833,Ir,H-α
spec-2753-54234-0088.fits,231.05353,11.693884,0.009508,Ir,H-α
spec-2755-54507-0254.fits,206.56323,17.916236,0.025714,Ir,H-α
spec-2775-54535-0396.fits,218.59172,19.190836,0.039791,Ir,H-α
spec-2776-54554-0032.fits,222.27831,18.279516,0.041013,Ir,H-α
spec-2782-54592-0639.fits,235.16721,15.389071,0.006739,Ir,H-α
spec-2786-54540-0032.fits,215.67481,21.999508,0.030187,Ir,H-α
spec-2787-54552-0139.fits,216.86424,21.650107,0.021878,Ir,H-α
spec-2788-54553-0448.fits,218.39839,22.294397,0.042444,Ir,H-α
spec-2884-54526-0093.fits,245.13275,49.797432,0.040825,Ir,H-α
spec-2968-54585-0558.fits,243.90264,18.506313,0.036134,Ir,H-α
spec-2971-54590-0361.fits,255.81621,37.626231,0.033124,Ir,H-α
