#Wavelength          Flux                Uncertainty          Subtracted Sky
#[Angstrom]   [10^-17 erg/s/cm^2/A] [10^-17 erg/s/cm^2/A] [10^-17 erg/s/cm^2/A]
5750.43            26.113400                1.152774              -0.666378
5751.75            25.095900                1.110026              -1.678186
5753.07            26.486400                1.131149              -0.300695
5754.40            26.178200                1.110358              -0.621986
5755.72            25.412100                1.103205              -1.399420
5757.05            25.492000                1.109813              -1.332764
5758.38            24.705100                1.115912              -2.132965
5759.70            25.427400                1.133783              -1.423302
5761.03            24.192400                1.107228              -2.670815
5762.35            25.483700                1.136217              -1.392002
5763.68            25.355100                1.093453              -1.529804
5765.01            24.551100                1.114906              -2.345713
5766.34            29.301700                1.187763               2.404888
5767.66            27.461400                1.177447               0.564587
5768.99            27.960300                1.202535               1.051596
5770.32            28.137100                1.283444               1.224871
5771.65            27.474500                1.348671               0.551136
5772.98            27.765500                1.362351               0.835777
5774.31            28.346800                1.283873               1.412575
5775.64            24.727000                1.177151              -2.200899
5776.97            26.554700                1.137970              -0.379524
5778.30            26.173600                1.125208              -0.764980
5779.63            25.837200                1.155811              -1.097025
5780.96            27.135700                1.162436               0.197121
5782.29            25.336500                1.140968              -1.603504
5783.62            25.898600                1.128788              -1.037144
5784.96            25.983700                1.136450              -0.961195
5786.29            25.718700                1.132500              -1.236269
5787.62            25.321500                1.117509              -1.643524
5788.95            26.132800                1.158643              -0.842133
5790.29            28.480200                1.227449               1.496346
5791.62            26.004300                1.226519              -0.989729
5792.95            27.626100                1.231133               0.628767
5794.29            28.200300                1.268209               1.202967
5795.62            27.334500                1.292981               0.337166
5796.96            26.664300                1.243994              -0.333033
5798.29            25.683500                1.166285              -1.313833
5799.63            25.772900                1.152803              -1.223021
5800.96            26.299700                1.198017              -0.696220
5802.30            26.597700                1.255556              -0.408188
5803.63            26.984100                1.259115              -0.031824
5804.97            27.463200                1.218978               0.436611
5806.31            27.167000                1.225222               0.140411
5807.64            26.235200                1.257909              -0.801691
5808.98            27.864300                1.256448               0.817070
5810.32            27.409700                1.186307               0.352215
5811.66            25.443300                1.145754              -1.624592
5813.00            25.193500                1.164684              -1.884941
5814.33            27.023900                1.215937              -0.054543
5815.67            27.195500                1.207523               0.117058
5817.01            27.872900                1.189806               0.802130
5818.35            27.083600                1.206552               0.015060
5819.69            25.772900                1.199489              -1.285233
5821.03            25.044400                1.128918              -2.006252
5822.37            25.039300                1.146790              -2.011351
5823.71            28.513300                1.191798               1.462648
5825.05            25.525600                1.166207              -1.534451
5826.40            25.732800                1.166972              -1.330044
5827.74            27.856900                1.243042               0.794056
5829.08            27.780400                1.306581               0.712782
5830.42            27.511800                1.270757               0.442038
5831.76            26.718400                1.203385              -0.357374
5833.11            26.442400                1.158139              -0.644575
5834.45            26.639100                1.191643              -0.458990
5835.79            27.183900                1.286435               0.077026
5837.14            28.190600                1.225823               1.072868
5838.48            29.174700                1.218052               2.045954
5839.83            28.088800                1.184168               0.948868
5841.17            28.033400                1.179002               0.889112
5842.52            28.273100                1.191313               1.117809
5843.86            26.976900                1.154522              -0.178391
5845.21            25.810500                1.149974              -1.339062
5846.55            27.806000                1.170719               0.650709
5847.90            27.172900                1.196595               0.012018
5849.25            27.970100                1.200033               0.803993
5850.59            26.975500                1.193978              -0.185381
5851.94            25.784500                1.241256              -1.370790
5853.29            26.135600                1.218731              -1.024483
5854.64            26.537900                1.165068              -0.625219
5855.99            28.411500                1.192569               1.254436
5857.33            27.093600                1.212536              -0.063936
5858.68            27.896500                1.239492               0.733591
5860.03            28.907000                1.242811               1.737934
5861.38            28.670100                1.221754               1.495008
5862.73            29.849500                1.198576               2.679045
5864.08            26.789000                1.206080              -0.387508
5865.43            26.077100                1.207538              -1.104900
5866.78            26.447200                1.274964              -0.733391
5868.13            27.530200                1.191414               0.338444
5869.49            27.577000                1.195190               0.374435
5870.84            24.627500                1.190282              -2.575064
5872.19            26.491500                1.211406              -0.721792
5873.54            26.226300                1.152269              -0.980627
5874.89            24.195600                1.127622              -3.016781
5876.25            24.588300                1.114233              -2.634943
5877.60            26.363400                1.114321              -0.870575
5878.95            24.687100                1.099266              -2.536144
5880.31            26.790100                1.099686              -0.431787
5881.66            28.079100                1.113626               0.867992
5883.02            29.503400                1.103297               2.303431
5884.37            29.482400                1.090281               2.293524
5885.73            28.175100                1.095165               0.979408
5887.08            28.713200                1.133312               1.507490
5888.44            27.970800                1.120124               0.754559
5889.79            29.734900                1.281420               2.508301
5891.15            26.435900                1.650597              -0.793404
5892.51            24.673500                2.237624              -2.555431
5893.86            27.411300                2.114401               0.182369
5895.22            26.205600                1.563134              -1.023331
5896.58            28.344300                1.492502               1.120672
5897.94            26.742200                1.741354              -0.471514
5899.29            27.175800                1.803480              -0.035723
5900.65            27.652300                1.550848               0.444113
5902.01            26.056300                1.215668              -1.161402
5903.37            26.191500                1.095103              -1.036097
5904.73            26.083400                1.066521              -1.144196
5906.09            27.496000                1.088905               0.268404
5907.45            26.805800                1.076140              -0.421797
5908.81            26.172600                1.027969              -1.064793
5910.17            26.937700                1.022169              -0.299692
5911.53            26.201000                1.014527              -1.036392
5912.89            26.918400                1.006152              -0.327889
5914.25            27.557500                1.036007               0.311213
5915.62            27.066300                1.049768              -0.189791
5916.98            26.859600                1.083997              -0.404985
5918.34            27.355700                1.097380               0.092234
5919.70            26.953100                1.069590              -0.301649
5921.07            27.017800                1.039332              -0.226877
5922.43            28.151400                1.022712               0.915493
5923.79            27.866600                1.036986               0.630693
5925.16            27.079700                1.011808              -0.156206
5926.52            26.594500                1.025616              -0.649378
5927.89            25.768700                1.003904              -1.472023
5929.25            28.065600                1.007384               0.824877
5930.62            27.508800                1.105864               0.258061
5931.98            27.341200                1.107425               0.083384
5933.35            28.440400                1.185536               1.173170
5934.72            28.718500                1.081039               1.441568
5936.08            27.195400                1.084900              -0.091364
5937.45            27.180700                1.064606              -0.106064
5938.82            26.229900                1.025009              -1.047031
5940.19            26.239500                1.018234              -1.032755
5941.55            27.062100                1.025452              -0.218307
5942.92            27.750100                1.013686               0.469692
5944.29            28.504500                1.086052               1.230804
5945.66            28.853500                1.082938               1.570225
5947.03            27.413600                1.066608               0.139906
5948.40            26.779400                1.019585              -0.494295
5949.77            26.362100                1.018014              -0.913223
5951.14            25.631100                0.976044              -1.644224
5952.51            26.167800                0.963000              -1.116571
5953.88            26.343100                1.002616              -0.950512
5955.25            27.249600                1.054057              -0.053373
5956.62            27.193600                1.059958              -0.118847
5957.99            27.039000                1.043768              -0.273447
5959.37            27.655700                1.039328               0.341999
5960.74            27.935800                1.001581               0.618074
5962.11            28.254600                1.003434               0.928095
5963.48            28.185500                1.003222               0.850061
5964.86            27.656400                0.986000               0.312180
5966.23            27.014400                0.968263              -0.329821
5967.60            27.336700                0.973543              -0.007521
5968.98            29.306500                0.994309               1.958612
5970.35            30.041900                1.048723               2.702749
5971.73            29.005200                1.067601               1.672794
5973.10            27.577600                1.050603               0.254126
5974.48            27.495100                1.015437               0.180405
5975.85            28.581000                1.009785               1.273539
5977.23            28.301300                0.991212               1.001842
5978.61            26.113000                0.995427              -1.177359
5979.98            28.562100                1.017254               1.271740
5981.36            27.391300                0.989043               0.100941
5982.74            25.916600                0.989585              -1.373760
5984.12            27.714900                0.986426               0.419197
5985.49            27.025300                0.988830              -0.272585
5986.87            25.567500                0.968217              -1.730385
5988.25            28.422400                0.999410               1.124516
5989.63            29.445000                1.008619               2.143278
5991.01            28.536700                1.013833               1.234978
5992.39            27.867800                1.009018               0.566078
5993.77            27.170400                1.021012              -0.131321
5995.15            29.091800                1.042467               1.790079
5996.53            27.465900                1.006428               0.158281
5997.91            27.892200                0.991743               0.584581
5999.29            29.007600                0.996573               1.699982
6000.67            28.185800                0.997296               0.882887
6002.06            27.860300                1.000963               0.548769
6003.44            27.110500                1.005551              -0.209757
6004.82            26.455100                0.993102              -0.866110
6006.20            27.656200                1.018446               0.332398
6007.59            28.782300                1.023824               1.454634
6008.97            28.182900                1.011325               0.848970
6010.35            27.761800                1.013949               0.426058
6011.74            29.013100                1.008643               1.670164
6013.12            29.229400                0.989454               1.877974
6014.51            28.192900                0.980020               0.841473
6015.89            28.060600                0.982387               0.707411
6017.28            28.366500                0.976556               1.005836
6018.66            26.545900                0.942457              -0.814764
6020.05            28.057400                0.956997               0.696735
6021.43            26.931000                0.950435              -0.428150
6022.82            26.207300                0.970915              -1.147268
6024.21            26.030000                0.963970              -1.332790
6025.60            25.648000                0.975603              -1.723166
6026.98            26.217800                0.953112              -1.162663
6028.37            25.693200                0.936865              -1.687263
6029.76            27.304300                0.937977              -0.066866
6031.15            28.103700                0.960611               0.732534
6032.54            28.174600                0.964791               0.803434
6033.93            28.299600                0.954326               0.928434
6035.32            27.425100                0.958645               0.058558
6036.71            27.495000                0.987850               0.127123
6038.10            29.315800                1.017586               1.944653
6039.49            27.743600                0.980486               0.372454
6040.88            27.298700                0.968167              -0.075865
6042.27            29.861500                0.976147               2.479967
6043.66            29.063800                0.982458               1.683123
6045.05            31.559300                1.017641               4.178621
6046.44            30.215900                1.025498               2.835222
6047.84            28.745600                0.997137               1.364922
6049.23            28.319900                0.986278               0.939222
6050.62            27.892900                0.975320               0.504898
6052.02            27.940900                0.966475               0.552898
6053.41            28.762600                0.967442               1.374598
6054.80            27.514400                0.970293               0.126444
6056.20            26.387000                0.940326              -0.992947
6057.59            25.801600                0.960394              -1.578346
6058.99            24.898100                0.951294              -2.481846
6060.38            23.967200                0.937194              -3.420757
6061.78            24.419300                0.924180              -2.968657
6063.17            25.271200                0.931489              -2.108746
6064.57            25.926100                0.943304              -1.453846
6065.97            24.407700                0.919690              -2.964184
6067.36            23.086300                0.925755              -4.277388
6068.76            26.859700                0.966461              -0.497921
6070.16            25.837200                0.980986              -1.512417
6071.56            26.003700                0.989910              -1.345917
6072.95            26.849900                1.010667              -0.499718
6074.35            27.723800                1.057221               0.374184
6075.75            27.874600                1.032711               0.524342
6077.15            26.551900                0.999950              -0.794811
6078.55            27.833600                1.001933               0.484192
6079.95            26.824500                0.988608              -0.532909
6081.35            27.799200                1.008966               0.441792
6082.75            29.047200                1.018571               1.689791
6084.15            27.838200                0.985325               0.480791
6085.55            26.865300                0.978209              -0.492109
6086.95            27.439200                0.986657               0.073790
6088.36            26.874000                0.992774              -0.499302
6089.76            26.158000                0.999216              -1.215302
6091.16            26.430600                0.986854              -0.942703
6092.56            27.253700                0.989895              -0.111710
6093.97            27.445100                0.994343               0.087692
6095.37            28.193600                1.007521               0.838896
6096.77            27.872100                1.002401               0.525375
6098.18            27.085200                0.998081              -0.253683
6099.58            27.487600                1.001277               0.152679
6100.99            29.045800                1.024901               1.714554
6102.39            29.219800                1.026622               1.884880
6103.80            27.195200                1.003729              -0.147451
6105.20            26.499700                0.996909              -0.835220
6106.61            27.068000                1.024096              -0.266920
6108.01            27.305000                1.027522              -0.036499
6109.42            27.475800                1.007179               0.134300
6110.83            29.031800                1.019236               1.690300
6112.23            27.713700                0.997559               0.372200
6113.64            26.602000                0.979015              -0.739500
6115.05            26.790300                0.970065              -0.546081
6116.46            27.544400                0.978162               0.200150
6117.87            28.072500                0.986431               0.728251
6119.28            28.245400                0.983227               0.901150
6120.68            27.695600                0.977545               0.351351
6122.09            28.302200                0.984131               0.957951
6123.50            28.426300                1.009788               1.089785
6124.91            27.459700                0.996786               0.123184
6126.32            26.603800                0.977241              -0.732716
6127.74            26.893000                0.957528              -0.439190
6129.15            26.075100                0.929214              -1.257090
6130.56            26.269300                0.935029              -1.062889
6131.97            26.505100                0.943917              -0.819025
6133.38            26.882000                0.927522              -0.434284
6134.79            27.385200                0.936126               0.068916
6136.21            27.328900                0.939906               0.012615
6137.62            29.252600                0.961232               1.936316
6139.03            27.789700                0.947015               0.481243
6140.45            27.356500                0.933170               0.055470
6141.86            28.121700                0.943006               0.825226
6143.28            28.205700                0.943829               0.917276
6144.69            28.168200                0.938833               0.885099
6146.11            26.777100                0.936208              -0.503702
6147.52            26.658800                0.929122              -0.619598
6148.94            27.263400                0.961770              -0.014999
6150.35            27.448700                0.924192               0.170301
6151.77            26.823200                0.909068              -0.454798
6153.19            26.425400                0.899326              -0.844582
6154.60            28.172700                0.923932               0.910795
6156.02            24.656800                0.897817              -2.597136
6157.44            25.305000                0.926283              -1.942053
6158.86            27.076900                0.945329              -0.170153
6160.27            25.804400                0.941822              -1.442654
6161.69            27.565300                0.958966               0.318247
6163.11            27.676900                0.981270               0.429848
6164.53            28.208900                1.013038               0.961847
6165.95            27.688300                0.964306               0.445673
6167.37            26.921600                0.927833              -0.326094
6168.79            27.110600                0.926458              -0.136232
6170.21            27.291500                0.913130               0.053337
6171.63            27.566600                0.951579               0.335813
6173.05            28.191800                1.018198               0.969376
6174.47            27.873200                0.986590               0.659184
6175.90            26.379700                0.921254              -0.825903
6177.32            25.624300                0.890077              -1.580151
6178.74            27.288700                0.913514               0.091122
6180.16            26.577500                0.932813              -0.611219
6181.59            26.748400                0.955253              -0.431507
6183.01            26.758000                0.954826              -0.412983
6184.43            26.339400                0.925177              -0.822409
6185.86            26.399700                0.897715              -0.761517
6187.28            27.109100                0.916710              -0.043161
6188.71            26.989100                0.926960              -0.154377
6190.13            26.662500                0.930670              -0.480976
6191.56            26.247700                0.913400              -0.887009
6192.98            26.483300                0.929070              -0.642719
6194.41            27.343400                0.940654               0.217381
6195.84            27.260100                0.937907               0.142580
6197.26            26.355000                0.916930              -0.759792
6198.69            26.938200                0.923487              -0.176592
6200.12            27.280900                0.938642               0.174576
6201.55            26.760200                0.942006              -0.337551
6202.97            26.275000                0.935479              -0.814051
6204.40            26.702900                0.946751              -0.377483
6205.83            27.677000                0.958689               0.602661
6207.26            27.402500                0.944920               0.337370
6208.69            28.156500                0.951075               1.100672
6210.12            28.086300                0.969559               1.039865
6211.55            26.819800                0.976226              -0.217213
6212.98            28.326500                0.974620               1.298927
6214.41            27.587900                0.963818               0.569813
6215.84            27.131200                0.958662               0.119827
6217.27            27.227600                0.965366               0.216227
6218.71            27.303800                0.954544               0.302673
6220.14            27.442000                0.963116               0.451147
6221.57            28.248100                0.970289               1.267727
6223.00            28.693000                0.985301               1.723288
6224.44            28.308500                0.995787               1.349218
6225.87            27.640500                0.991451               0.691774
6227.30            27.510300                0.979851               0.572134
6228.74            27.535000                0.957506               0.607597
6230.17            26.590300                0.941296              -0.326528
6231.61            27.030200                0.943976               0.113371
6233.04            26.871600                0.926816              -0.034473
6234.48            27.316700                0.953593               0.416302
6235.91            28.262300                0.997668               1.361902
6237.35            28.585400                1.059500               1.685001
6238.78            27.794400                1.078821               0.892481
6240.22            25.964900                1.037685              -0.937019
6241.66            26.576900                0.991198              -0.332300
6243.10            26.401100                0.979978              -0.497797
6244.53            26.617900                0.993857              -0.270699
6245.97            27.996500                1.015660               1.118326
6247.41            27.324300                0.986043               0.455673
6248.85            29.522300                0.996810               2.662416
6250.29            27.297100                0.948415               0.446417
6251.73            26.326900                0.960465              -0.514591
6253.17            27.325900                0.972976               0.493937
6254.61            27.580900                0.989280               0.758797
6256.05            27.539200                0.961721               0.717096
6257.49            27.879800                0.986551               1.067598
6258.93            30.358400                1.061474               3.546198
6260.37            31.009400                1.120330               4.197197
6261.81            29.874200                1.095200               3.061998
6263.25            28.635200                1.020747               1.822998
6264.70            27.121500                0.968912               0.314087
6266.14            27.813400                0.954935               1.011200
6267.58            26.984700                0.958724               0.185465
6269.02            26.876800                0.942361               0.077736
6270.47            26.029100                0.939044              -0.764982
6271.91            24.881000                0.932160              -1.910191
6273.36            28.077100                0.958896               1.290758
6274.80            26.882800                0.911342               0.101233
6276.25            26.721100                0.918119              -0.055613
6277.69            26.931100                0.946141               0.159283
6279.14            26.129000                0.965393              -0.638138
6280.58            25.606900                0.940072              -1.155355
6282.03            27.231200                0.934225               0.473951
6283.48            25.995100                0.928721              -0.762581
6284.92            27.041200                0.923565               0.280733
6286.37            26.960700                0.919115               0.195459
6287.82            26.867000                0.947287               0.097235
6289.27            28.155900                1.055391               1.393234
6290.71            27.364500                1.086645               0.610949
6292.16            27.264100                1.024352               0.508623
6293.61            28.062800                0.953792               1.316664
6295.06            26.756300                0.905565               0.016472
6296.51            25.900300                0.892694              -0.829763
6297.96            26.947600                0.937297               0.226837
6299.41            25.922300                0.979437              -0.792347
6300.86            27.587700                1.116822               0.880573
6302.31            29.760800                1.293000               3.063238
6303.76            29.469300                1.375880               2.779507
6305.22            27.991200                1.315062               1.301407
6306.67            27.104700                1.124048               0.415413
6308.12            26.167000                1.002052              -0.512644
6309.57            27.412400                0.992090               0.734230
6311.03            27.089600                0.977531               0.417761
6312.48            25.796700                0.892669              -0.868191
6313.93            24.527000                0.826173              -2.137890
6315.39            24.859400                0.818058              -1.805084
6316.84            28.011200                0.870692               1.355652
6318.30            27.840200                0.871386               1.193565
6319.75            27.026500                0.870105               0.388683
6321.21            26.972100                0.880864               0.336248
6322.66            28.448600                0.943191               1.821705
6324.12            29.448800                0.936853               2.830687
6325.57            26.647800                0.876243               0.029688
6327.03            27.078200                0.852298               0.468739
6328.49            26.980800                0.865867               0.380051
6329.95            27.199100                0.882128               0.593758
6331.40            27.750600                0.896538               1.143742
6332.86            27.097600                0.901827               0.490742
6334.32            25.335700                0.882310              -1.271160
6335.78            26.992700                0.871872               0.387608
6337.24            25.005000                0.827515              -1.600094
6338.70            23.498600                0.782776              -3.106493
6340.16            23.642100                0.777463              -2.962994
6341.62            23.821200                0.765756              -2.782150
6343.08            24.485000                0.794745              -2.122910
6344.54            25.489300                0.808611              -1.118610
6346.00            24.382200                0.779066              -2.226057
6347.46            24.279000                0.771521              -2.336922
6348.92            25.252500                0.795807              -1.369614
6350.38            25.867100                0.819708              -0.755150
6351.85            26.314800                0.852446              -0.298675
6353.31            24.765500                0.849817              -1.839252
6354.77            25.794700                0.844163              -0.801208
6356.24            26.439700                0.851812              -0.147451
6357.70            25.852400                0.857878              -0.734751
6359.16            25.961700                0.875541              -0.616726
6360.63            27.201600                0.905350               0.631964
6362.09            25.854200                0.886192              -0.706923
6363.56            25.652100                0.848116              -0.901638
6365.02            25.794000                0.905076              -0.759228
6366.49            26.192600                0.994983              -0.360628
6367.96            26.846200                1.004786               0.301308
6369.42            26.248500                0.918080              -0.287748
6370.89            25.598900                0.846370              -0.934883
6372.36            25.975800                0.832700              -0.548618
6373.82            26.392500                0.817568              -0.131918
6375.29            26.400200                0.820850              -0.124218
6376.76            26.385900                0.840173              -0.138517
6378.23            26.680800                0.850237               0.147016
6379.70            26.651300                0.838037               0.126883
6381.17            25.608000                0.831442              -0.907763
6382.63            26.695500                0.867870               0.188448
6384.10            27.689400                0.894839               1.190554
6385.57            26.456700                0.839205              -0.036226
6387.05            26.629200                0.831203               0.136274
6388.52            27.048000                0.866771               0.564381
6389.99            26.576000                0.872918               0.092381
6391.46            25.201600                0.883252              -1.282021
6392.93            24.903900                0.859730              -1.570423
6394.40            25.709100                0.832801              -0.761736
6395.88            24.446800                0.793548              -2.033726
6397.35            24.514100                0.789507              -1.959671
6398.82            25.590000                0.812782              -0.884043
6400.30            25.644100                0.821845              -0.830101
6401.77            26.032600                0.825216              -0.433989
6403.24            27.378100                0.832547               0.914337
6404.72            26.406600                0.824523              -0.054245
6406.19            25.043700                0.812045              -1.417147
6407.67            25.916900                0.816072              -0.534136
6409.14            25.850300                0.811890              -0.594622
6410.62            25.285300                0.810643              -1.157679
6412.10            25.295200                0.808883              -1.141953
6413.57            24.211300                0.788074              -2.216110
6415.05            26.525900                0.824635               0.100588
6416.53            25.942200                0.822751              -0.478727
6418.00            25.292300                0.807972              -1.118601
6419.48            25.625000                0.825348              -0.779427
6420.96            25.198500                0.833209              -1.205927
6422.44            23.892000                0.824736              -2.509052
6423.92            24.894900                0.830945              -1.501369
6425.40            26.016800                0.831677              -0.379469
6426.88            24.924900                0.808965              -1.471369
6428.36            24.115000                0.787065              -2.271645
6429.84            25.358400                0.807653              -1.018560
6431.32            25.273300                0.822946              -1.103661
6432.80            25.104900                0.831870              -1.265879
6434.28            25.196900                0.819279              -1.164803
6435.76            25.634900                0.828617              -0.726803
6437.24            25.174600                0.804203              -1.187101
6438.73            24.032500                0.791624              -2.329203
6440.21            24.933000                0.806171              -1.428701
6441.69            25.491500                0.815166              -0.870201
6443.18            25.631700                0.813048              -0.722198
6444.66            25.444900                0.806709              -0.903929
6446.14            25.794500                0.811863              -0.554329
6447.63            26.350800                0.813398               0.001970
6449.11            25.213800                0.811994              -1.135029
6450.60            25.256100                0.815939              -1.093334
6452.08            25.317800                0.813524              -1.027430
6453.57            26.515400                0.830661               0.179806
6455.06            26.474100                0.831051               0.148161
6456.54            24.902000                0.808251              -1.414118
6458.03            26.690100                0.824508               0.383816
6459.52            25.770100                0.825590              -0.526369
6461.00            27.026300                0.838839               0.729832
6462.49            25.610100                0.829001              -0.683077
6463.98            24.034800                0.817063              -2.261112
6465.47            25.815700                0.859020              -0.470482
6466.96            26.014600                0.883863              -0.271582
6468.45            26.614400                0.882416               0.328219
6469.94            26.243600                0.874981              -0.042582
6471.43            25.644500                0.847637              -0.641443
6472.92            25.549200                0.853129              -0.740830
6474.41            26.367200                0.879344               0.077171
6475.90            27.413900                0.853268               1.123871
6477.39            24.329400                0.800126              -1.960630
6478.88            27.131200                0.807603               0.850695
6480.37            28.929000                0.854501               2.648495
6481.87            28.872800                0.859368               2.592295
6483.36            29.178600                0.865005               2.898094
6484.85            26.383700                0.833342               0.103193
6486.34            25.529400                0.802433              -0.751106
6487.84            26.627200                0.805669               0.346693
6489.33            26.774300                0.801991               0.493793
6490.83            26.384100                0.805818               0.103594
6492.32            26.620300                0.824013               0.330833
6493.82            26.069100                0.819722              -0.225273
6495.31            25.869800                0.799340              -0.419666
6496.81            24.914600                0.773925              -1.370094
6498.30            24.322200                0.782543              -1.957430
6499.80            24.864800                0.840054              -1.409910
6501.30            25.444200                0.902974              -0.832977
6502.79            24.697300                0.888596              -1.584841
6504.29            26.766800                0.860249               0.489622
6505.79            26.927700                0.863340               0.646116
6507.29            27.360600                0.882389               1.083988
6508.79            27.694300                0.860243               1.422823
6510.28            26.608200                0.813856               0.341984
6511.78            26.342700                0.798861               0.081686
6513.28            26.669300                0.800484               0.413691
6514.78            26.357300                0.796991               0.106966
6516.28            26.342500                0.800697               0.097000
6517.78            26.087400                0.799011              -0.152634
6519.29            25.581700                0.788576              -0.663801
6520.79            26.616000                0.796837               0.375965
6522.29            25.396100                0.782641              -0.849402
6523.79            25.804900                0.792242              -0.435629
6525.29            25.760400                0.800220              -0.474653
6526.80            24.913200                0.779513              -1.316847
6528.30            24.840500                0.783525              -1.384146
6529.80            25.730600                0.793663              -0.489590
6531.31            26.882100                0.816644               0.660944
6532.81            26.574500                0.838919               0.358728
6534.31            26.523900                0.874465               0.312509
6535.82            27.101000                0.907573               0.885229
6537.32            26.913500                0.896528               0.692345
6538.83            25.407000                0.841844              -0.819696
6540.34            25.551200                0.799905              -0.669954
6541.84            25.961100                0.780845              -0.255695
6543.35            25.114700                0.794685              -1.096689
6544.85            24.609200                0.817317              -1.597963
6546.36            26.084100                0.860449              -0.119299
6547.87            27.336200                0.860236               1.138060
6549.38            25.794700                0.814382              -0.399523
6550.89            26.295200                0.823114               0.106113
6552.39            26.890200                0.825067               0.705095
6553.90            27.044400                0.854720               0.863281
6555.41            27.859800                0.941434               1.678682
6556.92            28.379200                0.988163               2.198082
6558.43            26.775000                0.935532               0.584736
6559.94            26.981200                0.863714               0.790936
6561.45            27.568000                0.834145               1.368494
6562.96            27.232000                0.841487               1.023142
6564.48            26.775700                0.855348               0.557522
6565.99            27.427800                0.867897               1.199791
6567.50            27.131200                0.857316               0.903192
6569.01            26.371900                0.828531               0.142706
6570.52            26.822500                0.833229               0.593306
6572.04            27.798200                0.849476               1.565598
6573.55            27.552100                0.845435               1.309977
6575.06            26.326600                0.819488               0.076111
6576.58            26.330800                0.816551               0.077248
6578.09            24.710500                0.816295              -1.552954
6579.61            26.009400                0.857247              -0.264057
6581.12            27.504900                0.920091               1.229786
6582.64            25.663600                0.876731              -0.621868
6584.15            25.700000                0.848794              -0.585468
6585.67            25.475700                0.832674              -0.800724
6587.19            25.503700                0.835629              -0.772724
6588.70            26.627800                0.841621               0.351376
6590.22            27.150400                0.840648               0.873976
